0, 0
1, 401
2, 219
3, 122
4, 94
5, 83
6, 77
7, 75
8, 75
9, 75
10, 75
11, 75
12, 75
13, 75
14, 75
15, 75
16, 75
17, 75
18, 76
19, 79
20, 79
21, 80
22, 79
23, 82
24, 82
25, 86
26, 86
27, 86
28, 86
29, 85
30, 84
31, 86
32, 86
33, 88
34, 89
35, 91
36, 92
37, 89
38, 90
39, 91
40, 93
41, 90
42, 89
43, 89
44, 89
45, 89
46, 89
47, 89
48, 88
49, 88
50, 88
51, 88
52, 88
53, 88
54, 88
55, 88
56, 88
57, 88
58, 88
59, 87
60, 86
61, 84
62, 84
63, 84
64, 84
65, 84
66, 84
67, 85
68, 85
69, 85
70, 85
71, 85
72, 85
73, 85
74, 85
75, 85
76, 85
77, 85
78, 85
79, 85
80, 85
81, 85
82, 85
83, 85
84, 85
85, 88
86, 88
87, 91
88, 91
89, 93
90, 91
91, 91
92, 91
93, 91
94, 92
95, 94
96, 95
97, 95
98, 95
99, 95
100, 95
101, 95
102, 97
103, 95
104, 91
105, 92
106, 91
107, 92
108, 92
109, 93
110, 92
111, 90
112, 90
113, 86
114, 86
115, 86
116, 86
117, 86
118, 85
119, 84
120, 82
121, 82
122, 82
123, 83
124, 82
125, 82
126, 82
127, 82
128, 82
129, 82
130, 82
131, 82
132, 82
133, 82
134, 82
135, 82
136, 82
137, 82
138, 82
139, 82
140, 82
141, 82
142, 82
143, 82
144, 82
145, 82
146, 82
147, 82
148, 82
149, 82
150, 82
151, 82
152, 85
153, 85
154, 85
155, 86
156, 86
157, 86
158, 84
159, 82
160, 82
161, 82
162, 82
163, 82
164, 82
165, 82
166, 82
167, 82
168, 81
169, 78
170, 78
171, 78
172, 78
173, 78
174, 78
175, 78
176, 78
177, 76
178, 75
179, 75
180, 75
181, 75
182, 75
183, 75
184, 75
185, 75
186, 75
187, 75
188, 76
189, 75
190, 75
191, 75
192, 75
193, 75
194, 75
195, 75
196, 75
197, 75
198, 75
199, 75
200, 75
201, 75
202, 75
203, 75
204, 75
205, 75
206, 75
207, 75
208, 75
209, 75
210, 75
211, 75
212, 75
213, 75
214, 75
215, 76
216, 78
217, 81
218, 82
219, 81
220, 81
221, 81
222, 81
223, 82
224, 83
225, 83
226, 83
227, 83
228, 83
229, 83
230, 83
231, 83
232, 83
233, 86
234, 87
235, 87
236, 87
237, 87
238, 89
239, 89
240, 89
241, 90
242, 94
243, 93
244, 94
245, 94
246, 94
247, 94
248, 94
249, 94
250, 95
251, 94
252, 94
253, 94
254, 94
255, 94
256, 94
257, 94
258, 94
259, 94
260, 94
261, 94
262, 94
263, 94
264, 94
265, 94
266, 94
267, 94
268, 94
269, 94
270, 94
271, 94
272, 94
273, 94
274, 94
275, 94
276, 94
277, 94
278, 94
279, 94
280, 95
281, 93
282, 92
283, 91
284, 91
285, 91
286, 91
287, 91
288, 92
289, 95
290, 93
291, 94
292, 93
293, 93
294, 93
295, 93
296, 93
297, 93
298, 92
299, 89
300, 89
